,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
61817,recordation,False,False,False,True,False,False,False
61835,recoupable,False,False,False,True,False,False,False
61838,recoupment,False,False,False,True,False,False,False
61839,recoupments,False,False,False,True,False,False,False
61841,recourse,False,False,False,True,False,False,False
61902,rectification,False,False,False,True,False,False,False
61937,recusal,False,False,False,True,False,False,False
61938,recuse,False,False,False,True,False,False,False
61939,recused,False,False,False,True,False,False,False
61940,recuses,False,False,False,True,False,False,False
61941,recusing,False,False,False,True,False,False,False
61953,redact,True,False,False,True,False,False,False
61954,redacted,True,False,False,True,False,False,False
61955,redacting,True,False,False,True,False,False,False
61956,redaction,True,False,False,True,False,False,False
61994,redefault,True,False,False,False,False,False,False
61995,redefaulted,True,False,False,False,False,False,False
61996,redefaults,True,False,False,False,False,False,False
62037,redetermination,False,False,False,False,False,True,False
62040,redetermined,False,False,False,False,False,True,False
62129,redress,True,False,False,False,False,False,False
62130,redressed,True,False,False,False,False,False,False
62132,redressing,True,False,False,False,False,False,False
62147,reduction,False,False,False,False,False,False,True
62289,reexamination,False,False,True,False,False,False,False
62291,reexamine,False,False,True,False,False,False,False
62294,reexamining,False,False,True,False,False,False,False
62332,referendum,False,False,False,True,False,False,False
62346,refile,False,False,False,True,False,False,False
62347,refiled,False,False,False,True,False,False,False
62348,refiles,False,False,False,True,False,False,False
62349,refiling,False,False,False,True,False,False,False
62464,refrain,False,False,False,False,True,False,False
62466,refraining,False,False,False,False,True,False,False
62529,refusal,True,False,False,False,False,False,False
62531,refuse,True,False,False,False,False,False,False
62532,refused,True,False,False,False,False,False,False
62534,refusing,True,False,False,False,False,False,False
62544,regain,False,True,False,False,False,False,False
62545,regained,False,True,False,False,False,False,False
62546,regaining,False,True,False,False,False,False,False
62677,regulate,False,False,False,True,False,False,False
62678,regulated,False,False,False,True,False,False,False
62679,regulates,False,False,False,True,False,False,False
62680,regulating,False,False,False,True,False,False,False
62681,regulation,False,False,False,True,False,False,False
62683,regulative,False,False,False,True,False,False,False
62684,regulator,False,False,False,True,False,False,False
62686,regulatory,False,False,False,True,False,False,False
62713,rehear,False,False,False,True,False,False,False
62714,reheard,False,False,False,True,False,False,False
62715,rehearing,False,False,False,True,False,False,False
62850,reinterpret,False,False,True,False,False,False,False
62851,reinterpretation,False,False,True,False,False,False,False
62853,reinterpreted,False,False,True,False,False,False,False
62854,reinterpreting,False,False,True,False,False,False,False
62855,reinterprets,False,False,True,False,False,False,False
62893,reject,True,False,False,False,False,False,False
62895,rejected,True,False,False,False,False,False,False
62896,rejecting,True,False,False,False,False,False,False
62897,rejection,True,False,False,False,False,False,False
62986,releasees,False,False,False,True,False,False,False
63030,relieved,False,False,False,False,False,False,True
63049,relinquish,True,False,False,False,False,False,False
63050,relinquished,True,False,False,False,False,False,False
63051,relinquishes,True,False,False,False,False,False,False
63052,relinquishing,True,False,False,False,False,False,False
63053,relinquishment,True,False,False,False,False,False,False
63085,reluctance,True,False,False,False,False,False,False
63087,reluctant,True,False,False,False,False,False,False
63102,remand,False,False,False,True,False,False,False
63103,remanded,False,False,False,True,False,False,False
63104,remanding,False,False,False,True,False,False,False
63146,remedial,False,False,False,False,False,False,True
63148,remediate,False,False,False,True,False,False,False
63149,remediated,False,False,False,True,False,False,False
63151,remediating,False,False,False,True,False,False,False
63152,remediation,False,False,False,True,False,False,False
63154,remedied,False,False,False,True,False,False,False
63189,remised,False,False,False,True,False,False,False
63298,renegotiate,True,False,False,False,False,False,False
63299,renegotiated,True,False,False,False,False,False,False
63300,renegotiates,True,False,False,False,False,False,False
63301,renegotiating,True,False,False,False,False,False,False
63302,renegotiation,True,False,False,False,False,False,False
63303,renegotiations,True,False,False,False,False,False,False
63324,renounce,True,False,False,False,False,False,False
63325,renounced,True,False,False,False,False,False,False
63326,renouncement,True,False,False,False,False,False,False
63328,renounces,True,False,False,False,False,False,False
63329,renouncing,True,False,False,False,False,False,False
63423,reparation,True,False,False,False,False,False,False
63524,repledged,False,False,False,True,False,False,False
63537,replevin,False,False,False,True,False,False,False
63585,repossess,False,False,False,False,False,False,True
63586,repossessed,True,False,False,False,False,False,False
63587,repossesses,True,False,False,False,False,False,False
63588,repossessing,True,False,False,False,False,False,False
63589,repossession,True,False,False,False,False,False,False
63687,reprorated,False,False,False,True,False,False,False
63710,repudiate,True,False,False,False,False,False,False
63711,repudiated,True,False,False,False,False,False,False
63712,repudiates,True,False,False,False,False,False,False
63713,repudiating,True,False,False,False,False,False,False
63714,repudiation,True,False,False,False,False,False,False
63760,requester,False,False,False,True,False,False,False
63762,requestor,False,False,False,True,False,False,False
63767,require,False,False,False,False,True,False,False
63768,required,False,False,False,False,True,False,False
63769,requirement,False,False,False,False,True,False,False
63771,requires,False,False,False,False,True,False,False
63772,requiring,False,False,False,False,True,False,False
63799,reregulation,False,False,False,True,False,False,False
63820,rescind,False,False,False,True,False,False,False
63822,rescinded,False,False,False,True,False,False,False
63823,rescinding,False,False,False,True,False,False,False
63824,rescinds,False,False,False,True,False,False,False
63825,rescission,False,False,False,True,False,False,False
63946,resign,True,False,False,False,False,False,False
63947,resignation,True,False,False,False,False,False,False
63949,resigned,True,False,False,False,False,False,False
63951,resigning,True,False,False,False,False,False,False
63952,resigns,True,False,False,False,False,False,False
63994,resolve,False,True,False,False,False,False,False
64104,restate,True,False,False,False,False,False,False
64105,restated,True,False,False,False,False,False,False
64106,restatement,True,False,False,False,False,False,False
64108,restates,True,False,False,False,False,False,False
64109,restating,True,False,False,False,False,False,False
64129,restitutionary,False,False,False,True,False,False,False
64153,restrain,False,False,False,False,True,False,False
64154,restrained,False,False,False,False,True,False,False
64157,restraining,False,False,False,False,True,False,False
64158,restrains,False,False,False,False,True,False,False
64159,restraint,False,False,False,False,True,False,False
64165,restrict,False,False,False,False,True,False,False
64166,restricted,False,False,False,False,True,False,False
64167,restricting,False,False,False,False,True,False,False
64168,restriction,False,False,False,False,True,False,False
64170,restrictive,False,False,False,False,True,False,False
64171,restrictively,False,False,False,False,True,False,False
64172,restrictiveness,False,False,False,False,True,False,False
64174,restricts,False,False,False,False,True,False,False
64181,restructure,True,False,False,False,False,False,False
64182,restructured,True,False,False,False,False,False,False
64183,restructures,True,False,False,False,False,False,False
64184,restructuring,True,False,False,False,False,False,False
64185,restructurings,True,False,False,False,False,False,False
64271,retaliate,True,False,False,False,False,False,False
64272,retaliated,True,False,False,False,False,False,False
64273,retaliates,True,False,False,False,False,False,False
64274,retaliating,True,False,False,False,False,False,False
64275,retaliation,True,False,False,False,False,False,False
64278,retaliatory,True,False,False,False,False,False,False
64301,retendering,False,False,False,True,False,False,False
64400,retribution,True,False,False,False,False,False,False
64418,retrocede,False,False,False,True,False,False,False
64419,retroceded,False,False,False,True,False,False,False
64421,retrocessionaires,False,False,False,True,False,False,False
64621,revise,False,False,True,False,False,False,False
64622,revised,False,False,True,False,False,False,False
64659,revocability,False,False,False,True,False,False,False
64661,revocation,True,False,False,True,False,False,False
64664,revoke,True,False,False,False,False,False,False
64665,revoked,True,False,False,False,False,False,False
64667,revoking,True,False,False,False,False,False,False
64682,revolutionize,False,True,False,False,False,False,False
64683,revolutionized,False,True,False,False,False,False,False
64684,revolutionizes,False,True,False,False,False,False,False
64685,revolutionizing,False,True,False,False,False,False,False
64701,reward,False,True,False,False,False,False,False
64702,rewarded,False,True,False,False,False,False,False
64703,rewarding,False,True,False,False,False,False,False
64906,ridicule,True,False,False,False,False,False,False
64907,ridiculed,True,False,False,False,False,False,False
64909,ridiculing,True,False,False,False,False,False,False
65100,risk,False,False,True,False,False,False,False
65101,risked,False,False,True,False,False,False,False
65102,riskier,True,False,True,False,False,False,False
65103,riskiest,True,False,True,False,False,False,False
65105,riskiness,False,False,True,False,False,False,False
65107,risking,False,False,True,False,False,False,False
65110,risky,True,False,True,False,False,False,False
65527,roughly,False,False,True,False,False,False,False
65736,ruling,False,False,False,True,False,False,False
65770,rumor,False,False,True,False,False,False,False
65907,sabotage,True,False,False,False,False,False,False
65944,sacrifice,True,False,False,False,False,False,False
65945,sacrificed,True,False,False,False,False,False,False
65947,sacrificial,True,False,False,False,False,False,False
65949,sacrificing,True,False,False,False,False,False,False
66459,satisfaction,False,True,False,False,False,False,False
66461,satisfactorily,False,True,False,False,False,False,False
66462,satisfactory,False,True,False,False,False,False,False
66463,satisfied,False,True,False,False,False,False,False
66464,satisfies,False,True,False,False,False,False,False
66465,satisfy,False,True,False,False,False,False,False
66466,satisfying,False,True,False,False,False,False,False
66684,scandalous,True,False,False,False,False,False,False
66686,scandal,True,False,False,False,False,False,False
67287,scrutinize,True,False,False,False,False,False,False
67288,scrutinized,True,False,False,False,False,False,False
67289,scrutinizes,True,False,False,False,False,False,False
67290,scrutinizing,True,False,False,False,False,False,False
67291,scrutiny,True,False,False,False,False,False,False
67537,secrecy,True,False,False,False,False,False,False
67538,secret,False,False,False,False,False,False,True
67694,seems,False,False,True,False,False,False,False
67760,seize,True,False,False,False,False,False,False
67761,seized,True,False,False,False,False,False,False
67762,seizes,True,False,False,False,False,False,False
67763,seizing,True,False,False,False,False,False,False
67765,seizure,False,False,False,False,False,False,True
67766,seldom,False,False,True,False,False,False,False
67767,seldomly,False,False,True,False,False,False,False
67985,sentenced,True,False,False,True,False,False,False
67987,sentencing,True,False,False,True,False,False,False
68082,sequestrator,False,False,False,True,False,False,False
68138,serious,True,False,False,False,False,False,False
68139,seriously,True,False,False,False,False,False,False
68140,seriousness,True,False,False,False,False,False,False
68208,setback,True,False,False,False,False,False,False
68224,settlement,False,False,False,True,False,False,False
68245,sever,True,False,False,False,False,False,False
68246,severability,False,False,False,True,False,False,False
68247,severable,False,False,False,True,False,False,False
68249,severally,False,False,False,True,False,False,False
68250,severance,False,False,False,True,False,False,False
68252,severe,True,False,False,False,False,False,False
68253,severed,True,False,False,False,False,False,False
68254,severely,True,False,False,False,False,False,False
68261,severity,True,False,False,False,False,False,False
68385,shall,False,False,False,True,False,False,False
68501,sharply,True,False,False,False,False,False,False
68816,shocked,True,False,False,False,False,False,False
68906,shortage,True,False,False,False,False,False,False
68928,shortfall,True,False,False,False,False,False,False
69074,shrinkage,True,False,False,False,False,False,False
69138,shut,True,False,False,False,False,False,False
69139,shutdown,True,False,False,False,False,False,False
69147,shuts,True,False,False,False,False,False,False
69154,shutting,True,False,False,False,False,False,False
69920,slander,True,False,False,False,False,False,False
69921,slandered,True,False,False,False,False,False,False
69925,slanderous,True,False,False,False,False,False,False
70163,slippage,True,False,False,False,False,False,False
70257,slow,True,False,False,False,False,False,False
70258,slowdown,True,False,False,False,False,False,False
70260,slowed,True,False,False,False,False,False,False
70261,slower,True,False,False,False,False,False,False
70262,slowest,True,False,False,False,False,False,False
70263,slowing,True,False,False,False,False,False,False
70264,slowly,True,False,False,False,False,False,False
70265,slowness,True,False,False,False,False,False,False
70285,sluggish,True,False,False,False,False,False,False
70286,sluggishly,True,False,False,False,False,False,False
70287,sluggishness,True,False,False,False,False,False,False
70485,smooth,False,True,False,False,False,False,False
70492,smoothing,False,True,False,False,False,False,False
70493,smoothly,False,True,False,False,False,False,False
70857,soared,False,False,False,False,False,False,True
71112,solvency,True,False,False,False,False,False,False
71118,solves,False,True,False,False,False,False,False
71119,solving,False,True,False,False,False,False,False
71149,sometime,False,False,True,False,False,False,False
71150,sometimes,False,False,True,False,False,False,False
71153,somewhat,False,False,True,False,False,False,False
71154,somewhere,False,False,True,False,False,False,False
71483,spam,True,False,False,False,False,False,False
71484,spammer,True,False,False,False,False,False,False
71485,spamming,True,False,False,False,False,False,False
71651,spectacular,False,True,False,False,False,False,False
71652,spectacularly,False,True,False,False,False,False,False
71672,speculate,False,False,True,False,False,False,False
71673,speculated,False,False,True,False,False,False,False
71674,speculates,False,False,True,False,False,False,False
71675,speculating,False,False,True,False,False,False,False
71676,speculation,False,False,True,False,False,False,False
71678,speculative,False,False,True,False,False,False,False
71679,speculatively,False,False,True,False,False,False,False
72073,sporadic,False,False,True,False,False,False,False
72074,sporadically,False,False,True,False,False,False,False
72275,sputtering,False,False,False,False,False,False,True
72442,stability,False,True,False,False,False,False,False
72443,stabilization,False,True,False,False,False,False,False
72445,stabilize,False,True,False,False,False,False,False
72446,stabilized,False,True,False,False,False,False,False
72449,stabilizes,False,True,False,False,False,False,False
72450,stabilizing,False,True,False,False,False,False,False
72451,stable,False,True,False,False,False,False,False
72496,staggering,True,False,False,False,False,False,False
72505,stagnant,True,False,False,False,False,False,False
72507,stagnate,True,False,False,False,False,False,False
72508,stagnated,True,False,False,False,False,False,False
72509,stagnates,True,False,False,False,False,False,False
72510,stagnating,True,False,False,False,False,False,False
72511,stagnation,True,False,False,False,False,False,False
72636,standstill,True,False,False,False,False,False,False
72794,statute,False,False,False,True,False,False,False
72796,statutorily,False,False,False,True,False,False,False
72797,statutory,False,False,False,True,False,False,False
73162,stipulate,False,False,False,False,True,False,False
73163,stipulated,False,False,False,False,True,False,False
73164,stipulates,False,False,False,False,True,False,False
73165,stipulating,False,False,False,False,True,False,False
73166,stipulation,False,False,False,False,True,False,False
73256,stolen,True,False,False,False,False,False,False
73320,stoppage,True,False,False,False,False,False,False
73322,stopped,True,False,False,False,False,False,False
73327,stopping,True,False,False,False,False,False,False
73332,stop,True,False,False,False,False,False,False
73448,strain,True,False,False,False,False,False,False
73449,strained,True,False,False,False,False,False,False
73452,straining,True,False,False,False,False,False,False
73522,stratum,False,False,False,False,False,True,False
73563,strength,False,True,False,False,False,False,False
73564,strengthen,False,True,False,False,False,False,False
73565,strengthened,False,True,False,False,False,False,False
73568,strengthening,False,True,False,False,False,False,False
73569,strengthens,False,True,False,False,False,False,False
73582,stress,True,False,False,False,False,False,False
73583,stressed,True,False,False,False,False,False,False
73585,stressful,True,False,False,False,False,False,False
73586,stressing,True,False,False,False,False,False,False
73608,strict,False,False,False,False,True,False,False
73609,stricter,False,False,False,False,True,False,False
73610,strictest,False,False,False,False,True,False,False
73611,strictly,False,False,False,False,True,False,False
73640,stringent,True,False,False,False,False,False,False
73694,strong,False,True,False,False,False,False,False
73697,stronger,False,True,False,False,False,False,False
73698,strongest,False,True,False,False,False,False,False
73932,subclause,False,False,False,True,False,False,False
73933,subclauses,False,False,False,True,False,False,False
73970,subdocket,False,False,False,True,False,False,False
73998,subjected,True,False,False,False,False,False,False
73999,subjecting,True,False,False,False,False,False,False
74000,subjection,True,False,False,False,False,False,False
74022,subleasee,False,False,False,True,False,False,False
74023,subleasehold,False,False,False,True,False,False,False
74026,sublessee,False,False,False,False,False,False,True
74027,sublessees,False,False,False,False,False,False,True
74028,sublessor,False,False,False,False,False,False,True
74029,sublessors,False,False,False,True,False,False,False
74038,sublicensee,False,False,False,True,False,False,False
74042,sublicensor,False,False,False,True,False,False,False
74123,subparagraph,False,False,False,True,False,False,False
74124,subparagraphs,False,False,False,True,False,False,False
74136,subpoena,True,False,False,True,False,False,False
74137,subpoenaed,True,False,False,True,False,False,False
74149,subrogated,False,False,False,True,False,False,False
74150,subrogation,False,False,False,True,False,False,False
74222,substandard,True,False,False,False,False,False,False
74300,subtrust,False,False,False,True,False,False,False
74301,subtrusts,False,False,False,True,False,False,False
74332,succeed,False,True,False,False,False,False,False
74333,succeeded,False,True,False,False,False,False,False
74334,succeeding,False,True,False,False,False,False,False
74335,succeeds,False,True,False,False,False,False,False
74336,success,False,True,False,False,False,False,False
74338,successful,False,True,False,False,False,False,False
74339,successfully,False,True,False,False,False,False,False
74394,sudden,False,False,True,False,False,False,False
74395,suddenly,False,False,True,False,False,False,False
74402,sue,True,False,False,True,False,False,False
74403,sued,True,False,False,True,False,False,False
74411,suffer,True,False,False,False,False,False,False
74414,suffered,True,False,False,False,False,False,False
74417,suffering,True,False,False,False,False,False,False
74419,suffers,True,False,False,False,False,False,False
74472,suggest,False,False,True,False,False,False,False
74473,suggested,False,False,True,False,False,False,False
74477,suggesting,False,False,True,False,False,False,False
74484,suggests,False,False,True,False,False,False,False
74488,suing,True,False,False,True,False,False,False
74593,summoned,True,False,False,True,False,False,False
74596,summoning,True,False,False,True,False,False,False
74597,summons,True,False,False,True,False,False,False
74707,superannuation,False,False,False,False,False,True,False
74783,superior,False,True,False,False,False,False,False
74832,supersede,False,False,False,True,False,False,False
74833,supersedeas,False,False,False,True,False,False,False
74834,superseded,False,False,False,True,False,False,False
74835,supersedes,False,False,False,True,False,False,False
74836,superseding,False,False,False,True,False,False,False
74972,surety,False,False,False,True,False,False,False
75022,surpass,False,True,False,False,False,False,False
75023,surpassed,False,True,False,False,False,False,False
75024,surpasses,False,True,False,False,False,False,False
75025,surpassing,False,True,False,False,False,False,False
75092,susceptibility,True,False,True,False,False,False,False
75093,susceptible,True,False,False,False,False,False,False
75096,suspect,True,False,False,False,False,False,False
75097,suspected,True,False,False,False,False,False,False
75100,suspend,True,False,False,False,False,False,False
75101,suspended,True,False,False,False,False,False,False
75103,suspender,False,False,False,False,False,False,True
75104,suspending,True,False,False,False,False,False,False
75105,suspends,True,False,False,False,False,False,False
75109,suspension,True,False,False,False,False,False,False
75112,suspicion,True,False,False,False,False,False,False
75114,suspicious,True,False,False,False,False,False,False
75115,suspiciously,True,False,False,False,False,False,False
75117,sustainability,False,False,False,False,False,False,True
75777,taint,True,False,False,False,False,False,False
75778,tainted,True,False,False,False,False,False,False
75779,tainting,True,False,False,False,False,False,False
75878,tampered,True,False,False,False,False,False,False
76573,tenantability,False,False,False,True,False,False,False
76612,tending,False,False,True,False,False,False,False
76638,tense,True,False,False,False,False,False,False
76658,tentative,False,False,True,False,False,False,False
76659,tentatively,False,False,True,False,False,False,False
76707,terminable,False,False,False,True,False,False,False
76713,terminate,True,False,False,False,False,False,False
76714,terminated,True,False,False,False,False,False,False
76715,terminates,True,False,False,False,False,False,False
76716,terminating,True,False,False,False,False,False,False
76717,termination,True,False,False,False,False,False,False
76725,terminus,False,False,False,True,False,False,False
76800,testamentary,False,False,False,True,False,False,False
76819,testify,True,False,False,True,False,False,False
76820,testifying,True,False,False,True,False,False,False
76825,testimony,False,False,False,True,False,False,False
76935,thence,False,False,False,True,False,False,False
76936,thenceforth,False,False,False,True,False,False,False
76937,thenceforward,False,False,False,True,False,False,False
76979,thereafter,False,False,False,True,False,False,False
76980,thereat,False,False,False,True,False,False,False
76984,therefrom,False,False,False,True,False,False,False
76985,therein,False,False,False,True,False,False,False
76986,thereinafter,False,False,False,True,False,False,False
76987,thereof,False,False,False,True,False,False,False
76988,thereon,False,False,False,True,False,False,False
76989,thereover,False,False,False,True,False,False,False
76991,thereto,False,False,False,True,False,False,False
76992,theretofor,False,False,False,True,False,False,False
76993,theretofore,False,False,False,True,False,False,False
76994,thereunder,False,False,False,True,False,False,False
76995,thereunto,False,False,False,True,False,False,False
76996,thereupon,False,False,False,True,False,False,False
76997,therewith,False,False,False,True,False,False,False
77023,thesis,False,False,False,False,False,True,False
77198,threat,True,False,False,False,False,False,False
77199,threaten,True,False,False,False,False,False,False
77200,threatened,True,False,False,False,False,False,False
77201,threatening,True,False,False,False,False,False,False
77203,threatens,True,False,False,False,False,False,False
77468,tightening,True,False,False,False,False,False,False
77877,tolerate,True,False,False,False,False,False,False
77878,tolerated,True,False,False,False,False,False,False
77879,tolerates,True,False,False,False,False,False,False
77880,tolerating,True,False,False,False,False,False,False
77881,toleration,True,False,False,False,False,False,False
78131,tort,False,False,False,True,False,False,False
78138,tortious,False,False,False,True,False,False,False
78139,tortiously,False,False,False,True,False,False,False
78147,tortuous,True,False,False,False,False,False,False
78148,tortuously,True,False,False,False,False,False,False
78205,touche,False,False,False,False,False,False,True
78318,toxic,False,False,False,False,False,False,True
78425,tragedy,True,False,False,False,False,False,False
78427,tragic,True,False,False,False,False,False,False
78428,tragically,True,False,False,False,False,False,False
78581,transferor,False,False,False,True,False,False,False
78724,transparency,False,True,False,False,False,False,False
78805,trauma,False,False,False,False,False,False,True
78808,traumatic,True,False,False,False,False,False,False
78927,tremendous,False,True,False,False,False,False,False
78928,tremendously,False,True,False,False,False,False,False
79260,trouble,True,False,False,False,False,False,False
79261,troubled,True,False,False,False,False,False,False
79520,tumor,False,False,False,False,False,False,True
79592,turbulence,True,False,True,False,False,False,False
79614,turmoil,True,False,False,False,False,False,False
79927,ubiquitous,False,False,False,False,False,True,False
80038,unable,True,False,False,False,False,False,False
80043,unacceptable,True,False,False,False,False,False,False
80044,unacceptably,True,False,False,False,False,False,False
80051,unaccounted,True,False,False,False,False,False,False
80098,unannounced,True,False,False,False,False,False,False
80102,unanticipated,True,False,False,False,False,False,False
80105,unappealable,False,False,False,True,False,False,False
80106,unappealed,False,False,False,True,False,False,False
80115,unapproved,True,False,False,False,False,False,False
80143,unattractive,True,False,False,False,False,False,False
80148,unauthorized,True,False,False,False,False,False,False
80150,unavailability,True,False,False,False,True,False,False
80151,unavailable,True,False,False,False,True,False,False
80154,unavoidable,True,False,False,False,False,False,False
80155,unavoidably,True,False,False,False,False,False,False
80157,unaware,True,False,False,False,False,False,False
80267,uncertain,False,False,True,False,False,False,False
80268,uncertainly,False,False,True,False,False,False,False
80269,uncertainty,False,False,True,False,False,False,False
80320,unclear,False,False,True,False,False,False,False
80349,uncollectable,True,False,False,False,False,False,False
80350,uncollected,True,False,False,False,False,False,False
80351,uncollectibility,True,False,False,False,False,False,False
80352,uncollectible,True,False,False,False,False,False,False
80353,uncollectibles,True,False,False,False,False,False,False
80368,uncompetitive,True,False,False,False,False,False,False
80371,uncompleted,True,False,False,False,False,False,False
80390,unconfirmed,False,False,True,False,False,False,False
80398,unconscionable,True,False,False,False,False,False,False
80399,unconscionably,True,False,False,False,False,False,False
80409,unconstitutional,False,False,False,True,False,False,False
80411,unconstitutionality,False,False,False,True,False,False,False
80412,unconstitutionally,False,False,False,True,False,False,False
80418,uncontracted,False,False,False,True,False,False,False
80419,uncontrollable,True,False,False,False,False,False,False
80420,uncontrollably,True,False,False,False,False,False,False
80421,uncontrolled,True,False,False,False,False,False,False
80439,uncorrected,True,False,False,False,False,False,False
80450,uncover,True,False,False,False,False,False,False
80451,uncovered,True,False,False,False,False,False,False
80452,uncovering,True,False,False,False,False,False,False
80453,uncovers,True,False,False,False,False,False,False
80485,undecided,False,False,True,False,False,False,False
80490,undefeased,False,False,False,True,False,False,False
80494,undefined,False,False,True,False,False,False,False
80496,undeliverable,True,False,False,False,False,False,False
80497,undelivered,True,False,False,False,False,False,False
80538,undercapitalized,True,False,False,False,False,False,False
80563,undercut,True,False,False,False,False,False,False
80565,undercutting,True,False,False,False,False,False,False
80580,underestimate,True,False,False,False,False,False,False
80581,underestimated,True,False,False,False,False,False,False
80583,underestimating,True,False,False,False,False,False,False
80584,underestimation,True,False,False,False,False,False,False
80600,underfunded,True,False,False,False,False,False,False
80623,underinsured,True,False,False,False,False,False,False
80654,undermine,True,False,False,False,False,False,False
80655,undermined,True,False,False,False,False,False,False
80656,undermines,True,False,False,False,False,False,False
80657,undermining,True,False,False,False,False,False,False
80664,underpaid,True,False,False,False,False,False,False
80672,underpayment,True,False,False,False,False,False,False
80674,underpays,True,False,False,False,False,False,False
80677,underperform,True,False,False,False,False,False,False
80678,underperformance,True,False,False,False,False,False,False
80679,underperformed,True,False,False,False,False,False,False
80682,underperforming,True,False,False,False,False,False,False
80683,underperforms,True,False,False,False,False,False,False
80700,underproduced,True,False,False,False,False,False,False
80702,underproduction,True,False,False,False,False,False,False
80713,underreporting,True,False,False,False,False,False,False
80762,understate,True,False,False,False,False,False,False
80763,understated,True,False,False,False,False,False,False
80764,understatement,True,False,False,False,False,False,False
80766,understates,True,False,False,False,False,False,False
80767,understating,True,False,False,False,False,False,False
80792,underutilization,True,False,False,False,False,False,False
80794,underutilized,True,False,False,False,False,False,False
80827,undesignated,False,False,True,False,False,False,False
80830,undesirable,True,False,False,False,False,False,False
80833,undesired,True,False,False,False,False,False,False
80834,undetectable,False,False,True,False,False,False,False
80835,undetected,True,False,False,False,False,False,False
80836,undeterminable,False,False,True,False,False,False,False
80837,undetermined,True,False,True,False,False,False,False
80852,undischarged,False,False,False,True,False,False,False
80854,undisclosed,True,False,False,False,False,False,False
80870,undocumented,True,False,True,False,False,False,False
80889,undue,True,False,False,False,False,False,False
80897,unduly,True,False,False,False,False,False,False
80920,uneconomic,True,False,False,False,False,False,False
80921,uneconomical,True,False,False,False,False,False,False
80922,uneconomically,True,False,False,False,False,False,False
80930,unemployed,True,False,False,False,False,False,False
80931,unemployment,True,False,False,False,False,False,False
80936,unencumber,False,False,False,True,False,False,False
80937,unencumbered,False,False,False,True,False,False,False
80941,unenforceability,False,False,False,True,False,False,False
80942,unenforceable,False,False,False,True,False,False,False
80961,unethical,True,False,False,False,False,False,False
80962,unethically,True,False,False,False,False,False,False
80980,unexcused,True,False,False,False,False,False,False
80984,unexpected,True,False,True,False,False,False,False
80985,unexpectedly,True,False,True,False,False,False,False
81002,unfair,True,False,False,False,False,False,False
81005,unfairly,True,False,False,False,False,False,False
81013,unfamiliar,False,False,True,False,False,False,False
81015,unfamiliarity,False,False,True,False,False,False,False
81024,unfavorability,True,False,False,False,False,False,False
81025,unfavorable,True,False,False,False,False,False,False
81026,unfavorably,True,False,False,False,False,False,False
81027,unfavourable,True,False,False,False,False,False,False
81028,unfeasible,True,False,False,False,False,False,False
81045,unfit,True,False,False,False,False,False,False
81046,unfitness,True,False,False,False,False,False,False
81074,unforecasted,False,False,True,False,False,False,False
81075,unforeseeable,True,False,False,False,False,False,False
81076,unforeseen,True,False,False,False,False,False,False
81087,unforseen,True,False,True,False,False,False,False
81089,unfortunate,True,False,False,False,False,False,False
81090,unfortunately,True,False,False,False,False,False,False
81092,unfounded,True,False,False,False,False,False,False
81104,unfriendly,True,False,False,False,False,False,False
81112,unfulfilled,True,False,False,False,False,False,False
81113,unfunded,True,False,False,False,False,False,False
81148,unguaranteed,False,False,True,False,False,False,False
81188,unhedged,False,False,True,False,False,False,False
81227,unidentifiable,False,False,True,False,False,False,False
81228,unidentified,False,False,True,False,False,False,False
81276,uninsured,True,False,False,False,False,False,False
81281,unintended,True,False,False,False,False,False,False
81282,unintentional,True,False,False,False,False,False,False
81283,unintentionally,True,False,False,False,False,False,False
81349,unjust,True,False,False,False,False,False,False
81350,unjustifiable,True,False,False,False,False,False,False
81351,unjustifiably,True,False,False,False,False,False,False
81352,unjustified,True,False,False,False,False,False,False
81353,unjustly,True,False,False,False,False,False,False
81365,unknowing,True,False,False,False,False,False,False
81366,unknowingly,True,False,False,False,False,False,False
81367,unknown,False,False,True,False,False,False,False
81380,unlawful,True,False,False,True,False,False,False
81381,unlawfully,True,False,False,True,False,False,False
81382,unlawfulness,False,False,False,True,False,False,False
81401,unlicensed,True,False,False,False,False,False,False
81421,unliquidated,True,False,False,False,False,False,False
81469,unmarketable,True,False,False,False,False,False,False
81476,unmatched,False,True,False,False,False,False,False
81486,unmerchantable,True,False,False,False,False,False,False
81490,unmeritorious,True,False,False,False,False,False,False
81516,unnecessarily,True,False,False,False,False,False,False
81517,unnecessary,True,False,False,False,False,False,False
81518,unneeded,True,False,False,False,False,False,False
81527,unobservable,False,False,True,False,False,False,False
81531,unobtainable,True,False,False,False,False,False,False
81536,unoccupied,True,False,False,False,False,False,False
81550,unpaid,True,False,False,False,False,False,False
81555,unparalleled,False,True,False,False,False,False,False
81571,unperformed,True,False,False,False,False,False,False
81582,unplanned,True,False,True,False,False,False,False
81597,unpopular,True,False,False,False,False,False,False
81607,unpredictability,True,False,True,False,False,False,False
81608,unpredictable,True,False,True,False,False,False,False
81609,unpredictably,True,False,True,False,False,False,False
81610,unpredicted,True,False,True,False,False,False,False
81627,unproductive,True,False,False,False,False,False,False
81631,unprofitability,True,False,False,False,False,False,False
81632,unprofitable,True,False,False,False,False,False,False
